state,crop,season,N,P,K,pH,water_requirement,soil,temperature_c,irrigation_method,input_cost_per_ha,yield_q_ha
Himachal Pradesh,Walnut,Rabi,96,48,61,6.7,895,Alluvial,12-25,Drip,110885.35,31.825112000000026
Himachal Pradesh,Walnut,Rabi,105,44,55,6.6,848,Alluvial,12-26,Drip,110530.09,30.1995
Himachal Pradesh,Walnut,Rabi,86,54,62,7.0,852,Alluvial,11-26,Drip,113762.14,28.7533
Himachal Pradesh,Walnut,Rabi,81,54,57,7.2,789,Alluvial,12-27,Drip,110633.84,24.538484000000004
Himachal Pradesh,Walnut,Rabi,85,50,50,7.0,856,Alluvial,11-27,Drip,113549.47,26.5789
Himachal Pradesh,Walnut,Rabi,87,55,49,7.1,757,Alluvial,12-27,Drip,109600.34,24.4778
Himachal Pradesh,Walnut,Rabi,114,50,44,6.8,982,Alluvial,9-25,Drip,113276.65,35.454087999999985
Himachal Pradesh,Walnut,Rabi,116,56,48,6.7,957,Alluvial,8-26,Drip,112153.88,33.9846
Himachal Pradesh,Walnut,Rabi,115,43,48,6.7,918,Alluvial,8-23,Drip,111262.13,37.4944
Himachal Pradesh,Walnut,Rabi,80,49,62,6.9,751,Alluvial,11-27,Drip,111452.36,31.20644100000001
Himachal Pradesh,Walnut,Rabi,72,49,55,6.6,733,Alluvial,11-29,Drip,110347.17,32.9655
Himachal Pradesh,Walnut,Rabi,82,52,67,6.8,747,Alluvial,12-25,Drip,111939.93,29.8712
Himachal Pradesh,Walnut,Rabi,106,50,62,6.8,977,Alluvial,10-25,Drip,110417.85,21.815658
Himachal Pradesh,Walnut,Rabi,101,54,71,6.7,1020,Alluvial,9-25,Drip,111825.3,20.7399
Himachal Pradesh,Walnut,Rabi,108,45,54,7.1,888,Alluvial,11-24,Drip,113493.2,21.1536
Himachal Pradesh,Walnut,Rabi,95,39,44,6.3,860,Alluvial,11-25,Drip,111263.99,28.827711000000008
Himachal Pradesh,Walnut,Rabi,95,36,40,6.6,885,Alluvial,13-27,Drip,112735.59,28.3918
Himachal Pradesh,Walnut,Rabi,105,38,41,6.6,852,Alluvial,11-25,Drip,110352.98,26.5487
Himachal Pradesh,Walnut,Rabi,90,44,51,6.6,1017,Alluvial,7-23,Drip,112686.72,28.827711000000008
Himachal Pradesh,Walnut,Rabi,80,44,48,6.6,1097,Alluvial,9-23,Drip,111929.16,27.542
Himachal Pradesh,Walnut,Rabi,89,38,48,6.5,1109,Alluvial,5-21,Drip,111453.16,30.6898
Himachal Pradesh,Walnut,Rabi,111,60,52,6.6,788,Red,10-27,Drip,110894.51,18.89966699999999
Himachal Pradesh,Walnut,Rabi,103,65,50,6.8,816,Red,10-25,Drip,111103.06,17.1145
Himachal Pradesh,Walnut,Rabi,121,52,54,7.0,729,Red,10-25,Drip,111965.19,19.2563
Himachal Pradesh,Walnut,Rabi,83,53,47,7.0,932,Red,8-21,Drip,109895.26,16.652247999999993
Himachal Pradesh,Walnut,Rabi,83,54,42,7.0,896,Red,7-20,Drip,112333.65,15.507
Himachal Pradesh,Walnut,Rabi,88,49,51,7.1,952,Red,8-22,Drip,112764.41,18.0196
Himachal Pradesh,Walnut,Rabi,75,45,51,7.0,1091,Red,10-24,Drip,112964.19,24.305404999999983
Himachal Pradesh,Walnut,Rabi,67,50,47,6.7,1092,Red,12-25,Drip,112219.55,22.079
Himachal Pradesh,Walnut,Rabi,83,51,49,7.1,1092,Red,8-22,Drip,112780.01,24.6529
Himachal Pradesh,Walnut,Rabi,112,52,52,6.4,755,Red,10-26,Drip,112881.1,29.838884999999973
Himachal Pradesh,Walnut,Rabi,104,57,54,6.5,724,Red,9-26,Drip,112017.33,29.9848
Himachal Pradesh,Walnut,Rabi,116,53,52,6.5,810,Red,8-27,Drip,113411.28,31.2016
Himachal Pradesh,Walnut,Rabi,79,49,47,6.8,840,Red,12-26,Drip,109034.07,18.923269999999988
Himachal Pradesh,Walnut,Rabi,74,44,42,6.6,803,Red,10-26,Drip,108621.36,18.1558
Himachal Pradesh,Walnut,Rabi,76,56,41,7.2,917,Red,13-25,Drip,110105.72,20.4396
Himachal Pradesh,Walnut,Rabi,107,48,42,7.0,1009,Red,11-24,Drip,112050.95,26.56432800000001
Himachal Pradesh,Walnut,Rabi,109,49,41,6.8,1093,Red,12-24,Drip,112326.21,27.5385
Himachal Pradesh,Walnut,Rabi,118,42,46,7.0,912,Red,10-22,Drip,112160.9,24.5527
Himachal Pradesh,Walnut,Rabi,102,57,46,6.6,832,Red,9-23,Drip,111899.56,29.838884999999973
Himachal Pradesh,Walnut,Rabi,95,51,46,6.3,834,Red,9-23,Drip,109354.24,32.427
Himachal Pradesh,Walnut,Rabi,116,59,44,6.6,848,Red,7-24,Drip,111606.33,27.4317
Himachal Pradesh,Wheat,Rabi,108,52,32,7.2,445,Alluvial,8-23,Furrow,47997.84,40.59338199999997
Himachal Pradesh,Wheat,Rabi,110,49,31,7.5,401,Alluvial,10-22,Furrow,48705.69,37.0775
Himachal Pradesh,Wheat,Rabi,102,49,30,7.5,434,Alluvial,7-25,Furrow,47344.25,43.5002
Himachal Pradesh,Wheat,Rabi,108,70,37,7.4,597,Alluvial,7-24,Furrow,48873.54,36.65257999999997
Himachal Pradesh,Wheat,Rabi,111,75,38,7.1,603,Alluvial,9-24,Furrow,49261.88,35.5068
Himachal Pradesh,Wheat,Rabi,116,67,37,7.1,581,Alluvial,5-26,Furrow,48642.48,33.4025
Himachal Pradesh,Wheat,Rabi,140,64,42,7.3,533,Alluvial,8-22,Furrow,48345.95,31.18034100000001
Himachal Pradesh,Wheat,Rabi,141,56,44,7.3,528,Alluvial,7-20,Furrow,48964.3,31.5634
Himachal Pradesh,Wheat,Rabi,133,56,45,7.1,539,Alluvial,10-22,Furrow,49861.61,32.7566
Himachal Pradesh,Wheat,Rabi,98,64,46,7.3,540,Alluvial,13-28,Furrow,47873.89,36.37862499999997
Himachal Pradesh,Wheat,Rabi,109,61,40,7.5,566,Alluvial,12-29,Furrow,48182.76,38.7161
Himachal Pradesh,Wheat,Rabi,96,64,52,7.7,570,Alluvial,12-30,Furrow,49455.42,38.2003
Himachal Pradesh,Wheat,Rabi,106,58,48,7.2,516,Alluvial,13-25,Furrow,48213.75,255.3999140000002
Himachal Pradesh,Wheat,Rabi,90,64,53,7.0,560,Alluvial,12-27,Furrow,48890.21,266.9714
Himachal Pradesh,Wheat,Rabi,115,65,43,7.4,565,Alluvial,11-27,Furrow,49844.89,238.8272
Himachal Pradesh,Wheat,Rabi,99,61,44,7.1,408,Alluvial,9-25,Furrow,47872.8,270.9669550000003
Himachal Pradesh,Wheat,Rabi,95,54,46,7.4,393,Alluvial,9-24,Furrow,47587.12,295.4463
Himachal Pradesh,Wheat,Rabi,100,52,50,7.2,385,Alluvial,11-27,Furrow,49596.58,282.1399
Himachal Pradesh,Wheat,Rabi,135,58,41,7.4,512,Alluvial,7-26,Furrow,48664.71,36.37862499999997
Himachal Pradesh,Wheat,Rabi,118,59,38,7.3,543,Alluvial,6-25,Furrow,48284.5,33.239
Himachal Pradesh,Wheat,Rabi,118,53,41,7.4,527,Alluvial,5-27,Furrow,47927.0,39.5407
Himachal Pradesh,Wheat,Rabi,108,45,42,7.0,515,Black,9-26,Furrow,47773.99,28.66386899999999
Himachal Pradesh,Wheat,Rabi,101,40,45,6.7,515,Black,11-24,Furrow,47283.2,28.897
Himachal Pradesh,Wheat,Rabi,101,50,41,7.2,525,Black,8-25,Furrow,47350.33,29.8631
Himachal Pradesh,Wheat,Rabi,134,66,36,6.7,458,Black,12-23,Furrow,49530.85,31.944141
Himachal Pradesh,Wheat,Rabi,146,70,39,6.6,418,Black,14-21,Furrow,49058.64,32.3792
Himachal Pradesh,Wheat,Rabi,117,67,35,6.9,435,Black,12-22,Furrow,49363.84,33.9146
Himachal Pradesh,Wheat,Rabi,120,52,34,7.2,512,Black,7-23,Furrow,47559.98,28.66386899999999
Himachal Pradesh,Wheat,Rabi,118,59,37,6.8,517,Black,8-23,Furrow,48486.27,28.2135
Himachal Pradesh,Wheat,Rabi,124,49,32,7.2,504,Black,9-23,Furrow,47247.14,30.9032
Himachal Pradesh,Wheat,Rabi,112,67,38,7.7,524,Black,11-25,Furrow,48447.68,28.821593999999983
Himachal Pradesh,Wheat,Rabi,101,73,38,7.9,546,Black,13-25,Furrow,49626.58,28.6904
Himachal Pradesh,Wheat,Rabi,113,65,38,7.5,565,Black,10-27,Furrow,47816.17,28.2661
Himachal Pradesh,Wheat,Rabi,101,58,38,6.7,442,Black,9-24,Furrow,48577.34,32.027145
Himachal Pradesh,Wheat,Rabi,88,55,38,7.0,460,Black,9-25,Furrow,47756.11,30.9695
Himachal Pradesh,Wheat,Rabi,99,61,39,6.9,479,Black,8-26,Furrow,48431.61,29.7516
Himachal Pradesh,Wheat,Rabi,129,58,44,7.1,452,Black,8-27,Furrow,48338.74,28.821593999999983
Himachal Pradesh,Wheat,Rabi,113,64,46,6.8,454,Black,7-25,Furrow,48191.93,28.1577
Himachal Pradesh,Wheat,Rabi,113,53,49,7.4,417,Black,6-29,Furrow,49626.24,31.3324
Himachal Pradesh,Wheat,Rabi,97,60,38,6.8,502,Black,7-22,Furrow,47471.76,28.38721999999997
Himachal Pradesh,Wheat,Rabi,101,62,44,6.5,473,Black,7-24,Furrow,47860.63,27.1627
Himachal Pradesh,Wheat,Rabi,90,65,42,6.9,552,Black,8-23,Furrow,48711.28,26.8542
Jammu & Kashmir,Almond,Rabi,121,46,119,8.1,1056,Alluvial,17-33,Drip,115475.42,30.849125
Jammu & Kashmir,Almond,Rabi,115,41,113,8.1,1044,Alluvial,17-33,Drip,113339.41,32.2155
Jammu & Kashmir,Almond,Rabi,134,48,123,8.5,1093,Alluvial,19-33,Drip,114756.51,29.5072
Jammu & Kashmir,Almond,Rabi,88,48,96,8.1,1020,Alluvial,14-27,Drip,113483.19,17.640244999999997
Jammu & Kashmir,Almond,Rabi,76,45,97,7.9,1096,Alluvial,12-27,Drip,111387.43,16.1076
Jammu & Kashmir,Almond,Rabi,100,54,106,8.2,1051,Alluvial,12-27,Drip,114759.07,17.1469
Jammu & Kashmir,Almond,Rabi,94,48,104,8.3,1005,Alluvial,14-29,Drip,111614.55,31.936278
Jammu & Kashmir,Almond,Rabi,103,47,94,8.3,1021,Alluvial,12-28,Drip,114713.15,34.155
Jammu & Kashmir,Almond,Rabi,85,44,92,8.7,1034,Alluvial,15-30,Drip,112399.6,33.9078
Jammu & Kashmir,Almond,Rabi,95,46,97,8.1,945,Alluvial,13-29,Drip,111349.37,17.700236999999994
Jammu & Kashmir,Almond,Rabi,81,48,101,8.1,985,Alluvial,14-31,Drip,115592.98,18.1427
Jammu & Kashmir,Almond,Rabi,90,41,85,7.8,955,Alluvial,13-28,Drip,114386.18,15.9954
Jammu & Kashmir,Almond,Rabi,115,42,99,8.5,989,Alluvial,15-29,Drip,115103.0,35.49443899999998
Jammu & Kashmir,Almond,Rabi,112,46,112,8.2,1017,Alluvial,15-31,Drip,116022.1,36.97
Jammu & Kashmir,Almond,Rabi,121,40,90,8.3,976,Alluvial,16-27,Drip,111860.49,38.192
Jammu & Kashmir,Almond,Rabi,89,57,89,7.2,859,Alluvial,16-29,Drip,112765.77,17.700236999999994
Jammu & Kashmir,Almond,Rabi,86,56,94,7.6,799,Alluvial,15-29,Drip,114521.65,18.953
Jammu & Kashmir,Almond,Rabi,77,50,94,7.2,871,Alluvial,17-29,Drip,112847.67,16.1761
Jammu & Kashmir,Almond,Rabi,108,52,86,7.7,1047,Alluvial,16-33,Drip,112655.73,19.810847000000003
Jammu & Kashmir,Almond,Rabi,95,56,86,8.1,1004,Alluvial,16-34,Drip,112803.95,19.2631
Jammu & Kashmir,Almond,Rabi,118,54,82,7.6,965,Alluvial,17-31,Drip,114856.58,19.6143
Jammu & Kashmir,Almond,Rabi,98,44,92,8.0,1050,Red,11-29,Drip,112661.25,42.174426
Jammu & Kashmir,Almond,Rabi,92,47,96,7.9,1041,Red,10-27,Drip,112149.25,41.9566
Jammu & Kashmir,Almond,Rabi,85,49,97,7.9,1054,Red,9-27,Drip,112499.28,39.8564
Jammu & Kashmir,Almond,Rabi,118,63,105,7.5,1120,Red,13-27,Drip,116015.08,15.607915000000006
Jammu & Kashmir,Almond,Rabi,101,58,95,7.3,1091,Red,13-25,Drip,111965.71,15.9706
Jammu & Kashmir,Almond,Rabi,110,62,101,7.2,1063,Red,15-26,Drip,115923.13,16.6136
Jammu & Kashmir,Almond,Rabi,106,45,89,7.4,1012,Red,14-31,Drip,114076.65,31.169861000000004
Jammu & Kashmir,Almond,Rabi,95,39,81,7.0,1061,Red,15-33,Drip,114106.68,29.4934
Jammu & Kashmir,Almond,Rabi,101,45,79,7.6,1083,Red,14-30,Drip,112875.42,33.7641
Jammu & Kashmir,Almond,Rabi,112,42,119,7.9,1078,Red,12-28,Drip,114948.15,23.786884
Jammu & Kashmir,Almond,Rabi,115,48,133,8.0,1022,Red,14-29,Drip,113022.29,21.6667
Jammu & Kashmir,Almond,Rabi,97,42,129,7.6,1153,Red,12-27,Drip,115763.63,22.0041
Jammu & Kashmir,Almond,Rabi,93,47,116,7.5,967,Red,13-31,Drip,113860.12,36.91191499999999
Jammu & Kashmir,Almond,Rabi,85,42,101,7.7,1048,Red,12-32,Drip,112232.1,39.4844
Jammu & Kashmir,Almond,Rabi,98,44,113,7.7,982,Red,11-29,Drip,113953.09,35.1107
Jammu & Kashmir,Almond,Rabi,98,40,115,7.8,992,Red,16-32,Drip,114659.75,25.498472000000007
Jammu & Kashmir,Almond,Rabi,101,41,131,8.0,897,Red,18-34,Drip,116829.2,23.4084
Jammu & Kashmir,Almond,Rabi,100,35,111,8.0,1000,Red,15-33,Drip,115662.49,23.8363
Jammu & Kashmir,Almond,Rabi,91,45,105,7.4,1110,Red,16-31,Drip,114142.69,25.498472000000007
Jammu & Kashmir,Almond,Rabi,103,39,114,7.2,1126,Red,14-33,Drip,115074.49,27.0106
Jammu & Kashmir,Almond,Rabi,90,50,93,7.5,1138,Red,14-31,Drip,115277.72,25.2387
Jammu & Kashmir,Apple,Rabi,103,56,93,6.2,1003,Alluvial,0-19,Drip,124587.84,103.26422199999996
Jammu & Kashmir,Apple,Rabi,88,60,107,6.4,978,Alluvial,-2-18,Drip,127043.13,97.8106
Jammu & Kashmir,Apple,Rabi,117,49,83,6.1,961,Alluvial,-1-17,Drip,124936.45,105.6509
Jammu & Kashmir,Apple,Rabi,84,52,88,6.0,843,Alluvial,3-19,Drip,123820.86,108.60671699999996
Jammu & Kashmir,Apple,Rabi,81,49,79,6.2,785,Alluvial,4-17,Drip,123797.04,100.6771
Jammu & Kashmir,Apple,Rabi,96,56,99,6.3,847,Alluvial,3-19,Drip,128420.59,108.0864
Jammu & Kashmir,Apple,Rabi,113,54,108,6.0,1151,Alluvial,4-23,Drip,126284.25,110.277476
Jammu & Kashmir,Apple,Rabi,126,50,103,6.1,1072,Alluvial,4-25,Drip,129221.82,104.4866
Jammu & Kashmir,Apple,Rabi,103,55,102,5.9,1232,Alluvial,3-21,Drip,128610.33,109.0683
Jammu & Kashmir,Apple,Rabi,102,60,75,6.0,992,Alluvial,5-23,Drip,125068.13,101.30956399999997
Jammu & Kashmir,Apple,Rabi,96,63,72,5.6,1043,Alluvial,5-21,Drip,125543.95,105.0428
Jammu & Kashmir,Apple,Rabi,101,57,80,6.2,1063,Alluvial,7-23,Drip,123948.09,99.9812
Jammu & Kashmir,Apple,Rabi,88,56,90,5.8,793,Alluvial,3-19,Drip,124688.84,102.27221999999996
Jammu & Kashmir,Apple,Rabi,94,49,87,5.9,777,Alluvial,2-20,Drip,123249.09,99.0604
Jammu & Kashmir,Apple,Rabi,96,61,101,5.5,808,Alluvial,5-17,Drip,128345.92,111.9415
Jammu & Kashmir,Apple,Rabi,84,51,110,5.7,1163,Alluvial,4-20,Drip,124587.31,110.277476
Jammu & Kashmir,Apple,Rabi,74,47,107,5.4,1225,Alluvial,6-21,Drip,126972.4,114.219
Jammu & Kashmir,Apple,Rabi,78,55,121,5.4,1122,Alluvial,5-21,Drip,127893.66,118.7864
Jammu & Kashmir,Apple,Rabi,92,61,115,5.7,1201,Alluvial,3-18,Drip,125961.38,100.84164299999996
Jammu & Kashmir,Apple,Rabi,86,52,129,5.8,1153,Alluvial,4-18,Drip,127417.08,108.1076
Jammu & Kashmir,Apple,Rabi,80,58,111,5.5,1200,Alluvial,2-19,Drip,126210.5,100.7736
Jammu & Kashmir,Apple,Rabi,114,39,91,6.3,1118,Red,3-19,Drip,127900.8,82.420726
Jammu & Kashmir,Apple,Rabi,130,44,92,6.2,1058,Red,3-18,Drip,124808.48,87.1781
Jammu & Kashmir,Apple,Rabi,101,38,80,6.4,1120,Red,3-19,Drip,126508.28,75.5508
Jammu & Kashmir,Apple,Rabi,119,38,102,6.2,823,Red,5-23,Drip,126177.56,78.45778099999998
Jammu & Kashmir,Apple,Rabi,110,39,100,6.0,848,Red,5-22,Drip,123843.06,82.3714
Jammu & Kashmir,Apple,Rabi,123,41,115,6.2,743,Red,4-25,Drip,124598.37,79.618
Jammu & Kashmir,Apple,Rabi,113,55,104,6.7,1037,Red,4-18,Drip,126051.47,76.00927800000001
Jammu & Kashmir,Apple,Rabi,105,57,104,7.0,1001,Red,5-19,Drip,128806.55,80.4164
Jammu & Kashmir,Apple,Rabi,117,51,116,6.8,1117,Red,6-16,Drip,124884.1,72.4847
Jammu & Kashmir,Apple,Rabi,99,56,94,6.2,1191,Red,6-22,Drip,123966.33,82.96423799999998
Jammu & Kashmir,Apple,Rabi,108,60,103,5.9,1243,Red,8-24,Drip,128363.98,78.1761
Jammu & Kashmir,Apple,Rabi,87,54,89,5.8,1267,Red,4-22,Drip,124897.0,87.1699
Jammu & Kashmir,Apple,Rabi,117,49,122,6.3,1093,Red,2-21,Drip,125434.42,82.37080399999999
Jammu & Kashmir,Apple,Rabi,121,49,135,6.6,1062,Red,0-19,Drip,130193.37,81.2055
Jammu & Kashmir,Apple,Rabi,108,54,115,6.5,1033,Red,0-20,Drip,125697.88,86.3321
Jammu & Kashmir,Apple,Rabi,95,48,115,6.2,999,Red,5-20,Drip,125388.34,82.37080399999999
Jammu & Kashmir,Apple,Rabi,94,52,108,6.1,1097,Red,3-21,Drip,125716.11,79.1273
Jammu & Kashmir,Apple,Rabi,86,48,101,6.0,923,Red,7-19,Drip,124127.95,80.4527
Jammu & Kashmir,Apple,Rabi,122,55,97,5.7,1014,Red,1-21,Drip,125180.79,78.66513900000001
Jammu & Kashmir,Apple,Rabi,126,54,110,5.9,1025,Red,1-23,Drip,127073.97,77.5359
Jammu & Kashmir,Apple,Rabi,122,49,95,5.6,1049,Red,0-23,Drip,124712.51,85.7635
Jammu & Kashmir,Apricot,Rabi,62,39,98,6.2,797,Alluvial,14-29,Drip,92452.27,39.295344
Jammu & Kashmir,Apricot,Rabi,69,44,102,6.0,734,Alluvial,15-31,Drip,92764.01,40.0888
Jammu & Kashmir,Apricot,Rabi,55,43,99,6.0,799,Alluvial,13-30,Drip,94227.66,39.7434
Jammu & Kashmir,Apricot,Rabi,80,34,84,6.3,801,Alluvial,17-32,Drip,93293.66,55.43745399999993
Jammu & Kashmir,Apricot,Rabi,76,38,94,6.4,837,Alluvial,19-34,Drip,92313.5,51.759
Jammu & Kashmir,Apricot,Rabi,73,33,75,6.3,874,Alluvial,19-33,Drip,92477.55,58.0592
Jammu & Kashmir,Apricot,Rabi,78,42,72,6.8,725,Alluvial,15-29,Drip,94448.62,45.00274799999998
Jammu & Kashmir,Apricot,Rabi,90,39,82,6.4,783,Alluvial,14-27,Drip,93935.69,43.4847
Jammu & Kashmir,Apricot,Rabi,71,39,82,7.0,666,Alluvial,16-31,Drip,94828.01,46.3054
Jammu & Kashmir,Apricot,Rabi,75,32,82,7.1,725,Alluvial,15-31,Drip,92158.93,55.374303999999945
Jammu & Kashmir,Apricot,Rabi,67,37,82,7.3,666,Alluvial,16-32,Drip,94692.21,52.4981
Jammu & Kashmir,Apricot,Rabi,67,33,78,7.2,765,Alluvial,14-33,Drip,91481.93,57.1834
Jammu & Kashmir,Apricot,Rabi,63,41,76,7.1,923,Alluvial,17-29,Drip,93248.95,22.61658200000001
Jammu & Kashmir,Apricot,Rabi,65,42,73,7.2,978,Alluvial,18-31,Drip,94737.58,20.7844
Jammu & Kashmir,Apricot,Rabi,66,37,82,7.3,833,Alluvial,17-28,Drip,92219.66,22.8592
Jammu & Kashmir,Apricot,Rabi,85,38,88,6.2,696,Alluvial,13-30,Drip,93677.39,46.465300999999975
Jammu & Kashmir,Apricot,Rabi,78,37,85,6.6,706,Alluvial,14-30,Drip,92462.3,45.2614
Jammu & Kashmir,Apricot,Rabi,95,39,98,6.6,720,Alluvial,13-29,Drip,95363.17,49.0986
Jammu & Kashmir,Apricot,Rabi,74,35,71,7.2,911,Alluvial,16-29,Drip,93945.15,44.81688899999998
Jammu & Kashmir,Apricot,Rabi,81,32,76,6.9,945,Alluvial,15-30,Drip,94492.9,40.3555
Jammu & Kashmir,Apricot,Rabi,71,31,79,7.1,916,Alluvial,18-31,Drip,93371.67,43.989
Jammu & Kashmir,Apricot,Rabi,85,30,69,6.2,720,Red,15-30,Drip,93646.21,44.43676299999997
Jammu & Kashmir,Apricot,Rabi,97,29,70,6.1,679,Red,16-32,Drip,91410.2,42.6325
Jammu & Kashmir,Apricot,Rabi,81,33,73,6.0,718,Red,17-30,Drip,91576.09,43.879
Jammu & Kashmir,Apricot,Rabi,68,43,68,7.0,992,Red,13-28,Drip,91342.2,16.212577
Jammu & Kashmir,Apricot,Rabi,64,41,63,6.8,1059,Red,13-28,Drip,93243.82,17.5595
Jammu & Kashmir,Apricot,Rabi,59,46,65,6.9,991,Red,15-26,Drip,93956.65,15.4774
Jammu & Kashmir,Apricot,Rabi,76,39,73,6.8,883,Red,17-33,Drip,93283.21,35.44428999999998
Jammu & Kashmir,Apricot,Rabi,75,40,82,6.5,941,Red,18-34,Drip,94964.84,32.8036
Jammu & Kashmir,Apricot,Rabi,82,43,80,6.5,911,Red,15-33,Drip,91794.59,36.8311
Jammu & Kashmir,Apricot,Rabi,79,34,83,6.4,822,Red,17-32,Drip,93123.24,44.43676299999997
Jammu & Kashmir,Apricot,Rabi,85,37,78,6.6,860,Red,18-32,Drip,93273.32,45.4958
Jammu & Kashmir,Apricot,Rabi,77,33,87,6.4,747,Red,18-34,Drip,94860.06,48.5663
Jammu & Kashmir,Apricot,Rabi,83,44,80,7.2,880,Red,13-27,Drip,94380.96,30.832366
Jammu & Kashmir,Apricot,Rabi,95,43,68,7.5,912,Red,11-27,Drip,93703.9,28.2673
Jammu & Kashmir,Apricot,Rabi,94,40,87,6.8,907,Red,12-27,Drip,93560.29,29.6798
Jammu & Kashmir,Apricot,Rabi,79,42,70,6.6,902,Red,14-26,Drip,93369.46,34.04239999999999
Jammu & Kashmir,Apricot,Rabi,69,47,74,7.0,862,Red,13-24,Drip,93388.57,31.539
Jammu & Kashmir,Apricot,Rabi,82,42,66,6.2,985,Red,16-27,Drip,91550.85,33.2666
Jammu & Kashmir,Apricot,Rabi,77,42,71,6.4,951,Red,17-31,Drip,91716.63,32.92070999999999
Jammu & Kashmir,Apricot,Rabi,68,42,64,6.8,1046,Red,18-31,Drip,91886.23,33.0365
Jammu & Kashmir,Apricot,Rabi,73,43,67,6.7,930,Red,18-33,Drip,92554.26,33.3592
Jammu & Kashmir,Bajra,Kharif,71,46,46,7.8,376,Arid,26-36,Rainified,23013.0,13.834390000000004
Jammu & Kashmir,Bajra,Kharif,63,43,49,7.7,361,Arid,27-35,Rainified,22765.84,14.1162
Jammu & Kashmir,Bajra,Kharif,74,48,46,7.7,339,Arid,26-35,Rainified,22887.71,13.9151
Jammu & Kashmir,Bajra,Kharif,87,35,36,7.7,366,Arid,24-36,Rainified,22959.57,16.21836499999999
Jammu & Kashmir,Bajra,Kharif,96,36,40,7.5,380,Arid,22-35,Rainified,23191.56,16.6678
Jammu & Kashmir,Bajra,Kharif,74,39,37,7.9,397,Arid,24-38,Rainified,22585.4,16.5783
Jammu & Kashmir,Bajra,Kharif,72,37,36,6.8,475,Arid,25-34,Rainified,22170.72,14.097750000000008
Jammu & Kashmir,Bajra,Kharif,78,32,33,6.7,492,Arid,27-36,Rainified,22125.04,12.8906
Jammu & Kashmir,Bajra,Kharif,64,32,41,6.6,506,Arid,26-34,Rainified,22526.4,13.2356
Jammu & Kashmir,Bajra,Kharif,86,36,34,7.4,372,Arid,26-34,Rainified,22525.31,15.385135999999996
Jammu & Kashmir,Bajra,Kharif,84,34,37,7.6,372,Arid,24-35,Rainified,22660.21,15.4266
Jammu & Kashmir,Bajra,Kharif,91,32,32,7.4,381,Arid,25-33,Rainified,22053.46,15.4553
Jammu & Kashmir,Bajra,Kharif,63,35,36,7.3,427,Arid,27-33,Rainified,22502.59,13.560129000000002
Jammu & Kashmir,Bajra,Kharif,57,38,40,7.6,448,Arid,26-31,Rainified,22455.98,14.4554
Jammu & Kashmir,Bajra,Kharif,58,40,41,7.3,455,Arid,29-35,Rainified,22327.49,13.261
Jammu & Kashmir,Bajra,Kharif,80,39,41,6.9,347,Arid,25-38,Rainified,22494.8,14.060740000000004
Jammu & Kashmir,Bajra,Kharif,82,44,37,6.6,337,Arid,25-38,Rainified,22610.1,13.5298
Jammu & Kashmir,Bajra,Kharif,72,40,47,7.0,351,Arid,25-39,Rainified,22654.68,13.6189
Jammu & Kashmir,Bajra,Kharif,95,34,34,7.3,476,Arid,25-32,Rainified,22437.35,19.059160000000013
Jammu & Kashmir,Bajra,Kharif,84,29,35,7.0,514,Arid,27-31,Rainified,22396.84,20.2329
Jammu & Kashmir,Bajra,Kharif,102,33,30,7.1,500,Arid,26-33,Rainified,22885.49,18.027
Jammu & Kashmir,Bajra,Kharif,87,44,41,7.2,427,Red,25-35,Rainified,23141.64,10.048566000000005
Jammu & Kashmir,Bajra,Kharif,99,50,45,7.3,402,Red,26-36,Rainified,23337.46,10.9675
Jammu & Kashmir,Bajra,Kharif,96,39,40,6.9,392,Red,23-37,Rainified,22729.02,10.6694
Jammu & Kashmir,Bajra,Kharif,79,47,45,7.3,362,Red,22-35,Rainified,23529.79,10.58406699999999
Jammu & Kashmir,Bajra,Kharif,86,43,45,7.4,340,Red,21-37,Rainified,23067.45,10.9914
Jammu & Kashmir,Bajra,Kharif,73,40,41,7.4,397,Red,23-33,Rainified,22648.07,11.2461
Jammu & Kashmir,Bajra,Kharif,68,37,33,7.1,394,Red,27-35,Rainified,22235.37,11.588535999999998
Jammu & Kashmir,Bajra,Kharif,77,37,36,7.3,394,Red,29-35,Rainified,22366.33,10.5803
Jammu & Kashmir,Bajra,Kharif,73,42,37,7.0,426,Red,29-37,Rainified,22603.91,12.0273
Jammu & Kashmir,Bajra,Kharif,89,33,36,7.5,328,Red,22-34,Rainified,22646.55,17.186635999999996
Jammu & Kashmir,Bajra,Kharif,95,37,32,7.7,351,Red,23-33,Rainified,23081.77,17.4585
Jammu & Kashmir,Bajra,Kharif,87,38,36,7.5,334,Red,24-34,Rainified,22514.44,18.1829
Jammu & Kashmir,Bajra,Kharif,72,46,43,7.2,444,Red,25-34,Rainified,23481.24,10.205624
Jammu & Kashmir,Bajra,Kharif,71,41,41,7.3,457,Red,24-32,Rainified,22424.0,10.2074
Jammu & Kashmir,Bajra,Kharif,78,43,43,7.4,463,Red,25-32,Rainified,23312.93,10.8983
Jammu & Kashmir,Bajra,Kharif,71,49,44,7.3,336,Red,24-32,Rainified,23101.84,11.374909999999993
Jammu & Kashmir,Bajra,Kharif,71,54,38,7.3,330,Red,26-33,Rainified,23441.93,10.9228
